SentenceRef,CorrectedSentence,RawSentence,TokensInSentence,EditsInSentence,EqualsInSentence,Insertions,Deletions,Replacements,CorrectBeginning,CorrectEnding,InputQuality
BBRWTLYV_s013,The glass pane that gave us an underwater view cracked like hammer to a rice cracker.,The glass pane that gave us an underwater view cracked like hammer to a rice cracker.,17,0,17,0,0,0,1.0,1.0,ok
BBRWTLYV_s014,Pools of water rushed into the immense room as the waves pushed against us without mercy.,Pools of water rushed into the immense room as the waves pushed against us without mercy.,17,0,17,0,0,0,1.0,1.0,ok
BBRWTLYV_s015,"We paddled out the window, and for a vertiginous moment, my family and I felt like drowning as we realised we were about a hundred meters below sea level, but the moment left as soon as it had come.","We paddled out the window, and for a vertiginous moment, my family and I felt like drowning as we realised we were about a hundred meters below sea level, but the moment left as soon as it had come.",43,0,43,0,0,0,1.0,1.0,ok
BBRWTLYV_s016,"I kicked my legs as brutally as I could, one hand paddling and the other clutched onto Mum.","I kicked my legs as brutally as I could, one hand paddling and the other clutched onto Mum.",20,0,20,0,0,0,1.0,1.0,ok
BBRWTLYV_s017,"At last, I broke free of the nightmare and I was inhaling lungfuls of fresh, salty air, overwhelmed to be at the surface rather than the bottom.","At last, I broke free of the nightmare and I was inhaling lungfulls of fresh, salty air, overwhelmed to be at the surface rather than the bottom.",31,1,30,0,0,1,1.0,1.0,ok
BBRWTLYV_s018,But it wasn' t over.,But it wasn' t over.,7,0,7,0,0,0,1.0,1.0,ok
BBRWTLYV_s019,We were still hundreds of meters away from a sandy shore.,We were still hundreds of meters away from a sandy shore.,12,0,12,0,0,0,1.0,1.0,ok
BBRWTLYV_s020,"I paddled for hours, my thigh and arms screaming at my head in pain.","I paddled for hours, my thigh and arms screaming at my head in pain.",16,0,16,0,0,0,1.0,1.0,ok
BBRWTLYV_s021,My family was in the same boat as me as Mum just decided to glide smoothly through the cool water.,My family was in the same boat as me as Mum just decided to glide smoothly through the cool water.,21,0,21,0,0,0,1.0,1.0,ok
BBRWTLYV_s022,"After a few hours of breathing and kicking and breathing and kicking, a familiar beach came in sight.","After a few hours of breathing and kicking and breathing and kicking, a familiar beach came in site.",20,1,19,0,0,1,1.0,1.0,ok
BBRWTLYV_s023,It was Bondi.,It was Bondi.,4,0,4,0,0,0,1.0,1.0,ok
BBRWTLYV_s024,"I was fulled to the brim of joy, and I paddled hard with the strength I suddenly knew I had.","I was fulled to the brim of joy, and I paddked hard with the strength I suddenly knew I had.",22,1,21,0,0,1,1.0,1.0,ok
BBRWTLYV_s025,I stood like a hero.,I stood like a hero.,6,0,6,0,0,0,1.0,1.0,ok
BBRWTLYV_s026,"I wanted to fell the highest spruce and strip it and trim it clean with my bare hands with the strength I knew I had, before collapsing in pools of tears.","I wanted to fell the highest spruce and strip it and trim it clean with my bare hands with the strength I knew I had, before collapsing in pools of tears.",33,0,33,0,0,0,1.0,1.0,ok
BCDVWQDF_s000,The Diamond Ring Emmy was just having breakfast at home when she picked up the newspaper.,"The diamond ring Emmy was just having breakfast at home when she picked up the newspaper,",17,1,16,0,0,1,1.0,0.0,ok
BCDVWQDF_s001,She read it.,she read it.,4,0,4,0,0,0,0.0,1.0,ok
BCDVWQDF_s002,Diamond ring for 5000 million dollars.,Diamond ring for 5000 million dollars.,7,0,7,0,0,0,1.0,1.0,ok
BCDVWQDF_s003,Emmy immediately jumped.,Emmy immediatly jumped.,4,1,3,0,0,1,1.0,1.0,ok
BCDVWQDF_s004,"""If I sell the diamond ring I' ll be so rich!","""If I sell the diamond ring I' ll be so rich!",14,0,14,0,0,0,1.0,1.0,ok
BCDVWQDF_s005,"""said Emmy.","""said Emmy.",4,0,4,0,0,0,0.0,1.0,ok
BCDVWQDF_s006,So the search began.,So the search began,5,1,4,1,0,0,1.0,0.0,ok
BCDVWQDF_s007,"Emmy searched all the stores, until she came across a jewellery store with fancy jewels.",Emmy searched all the stores. Until she came across a jewelery store with fancy jewels.,17,2,15,0,0,2,1.0,1.0,ok
BCDVWQDF_s008,She looked through the window and she saw the diamond ring.,She looked through the window and she saw the diamond ring.,12,0,12,0,0,0,1.0,1.0,ok
BCDVWQDF_s009,She went inside the store pretending to be a customer.,She went inside the store pretending to be a customer.,11,0,11,0,0,0,1.0,1.0,ok
BCDVWQDF_s010,Emmy was so close to the diamond ring.,Emmy was so close to the diamond ring,9,1,8,1,0,0,1.0,0.0,ok
BCDVWQDF_s011,"When she went close enough to almost reach it, an alarm went off.","when she went close enough to almost reach it, an alarm went off.",15,0,15,0,0,0,0.0,1.0,ok
BCDVWQDF_s012,"Emmy ran out the store as quickly as she could, but all the doors and windows started closing.",Emmy ran out the store as quickly as she could but all the doors and windows started closing.,20,1,19,1,0,0,1.0,1.0,ok
BCDVWQDF_s013,Then the police came in.,Then the police came in.,6,0,6,0,0,0,1.0,1.0,ok
BCDVWQDF_s014,"""Stop thief!","""Stop thief!",4,0,4,0,0,0,1.0,1.0,ok
BCDVWQDF_s015,"""they screamed.","""they screamed.",4,0,4,0,0,0,0.0,1.0,ok
BCDVWQDF_s016,"Emmy decided to break the door down, so she broke the door down and escaped.",Emmy decided to break the door down so she broke the door down and escaped.,17,1,16,1,0,0,1.0,1.0,ok
BCDVWQDF_s017,The police chased her.,The police chased her.,5,0,5,0,0,0,1.0,1.0,ok
BCDVWQDF_s018,The police were right on her tail.,The police were right on her tail,8,1,7,1,0,0,1.0,0.0,ok
BCDVWQDF_s019,She still ran at full speed even though she was really tired.,she still ran at full speed even though she was really tired.,13,0,13,0,0,0,0.0,1.0,ok
BCDVWQDF_s020,"The police, however, didn' t give up.",The police however didn' t give up,11,3,8,3,0,0,1.0,0.0,ok
BCDVWQDF_s021,They kept chasing her.,they kept chasing her.,5,0,5,0,0,0,0.0,1.0,ok
BCDVWQDF_s022,Emmy came across a corner and she turned.,Emmy came across a corner and she turned,9,1,8,1,0,0,1.0,0.0,ok
BCDVWQDF_s023,"The police, however, didn' t see the turn and they just sped past the corner.",the police however didn' t see the turn and they just sped past the corner.,19,2,17,2,0,0,0.0,1.0,ok
BCDVWQDF_s024,So Emmy however managed to escape.,So Emmy however managed to escape.,7,0,7,0,0,0,1.0,1.0,ok
BCDVWQDF_s025,"She still wanted the diamond ring, but all the trauma that she went through today just to steal the diamond ring, she didn' t want the sort of intensity again, so she quit stealing and just went to have lunch.",She still wanted the diamond ring but all the trama that she went through today just to steal the diamond ring she didn' t want the sort of intencity again so she quit stealing and just went to have lunch.,45,5,40,3,0,2,1.0,1.0,ok
BCXSFTWC_s000,"If you are locking for a dimiens, go to most diming.",If you are locking for a dimiens go to most diming,13,2,11,2,0,0,1.0,0.0,ok
BCXSFTWC_s001,"Most dimiens it will tack abort 2 days and will ayiss, and mabbing will tack 2 wecks if you are luck and most liy tack for ayissits the bist idere.",most dimiens it will tack abort 2 days and will ayiss and mabbing will tack 2 wecks if you are luck and most liy tack for ayissits the bist idere,32,2,30,2,0,0,0.0,0.0,ok
BCXSFTWC_s002,And do not git my stared with the ufvor was to fined dimiens.,and do not git my stared with the ufvor was to fined dimiens,14,1,13,1,0,0,0.0,0.0,ok
BCXSFTWC_s003,Im dun telling.,im dun telling.,4,0,4,0,0,0,0.0,1.0,ok
BGRRHYPQ_s000,The story about the boy that was on a search for a moon rock.,the story about the boy that was on a search for a moon rock,15,1,14,1,0,0,0.0,0.0,ok
BGRRHYPQ_s001,"Once upon a time there was a boy who really wanted to go to the moon to collect a moon rock, but he just didn' t know how.",Once upon a time there was a boy who really wanted to go to the moon to collect a moon rock but he just didn' t know how.,31,1,30,1,0,0,1.0,1.0,ok
BGRRHYPQ_s002,"He asked his mum, dad, sister and brother, but they all just said to go to a space station.","He asked his mum, dad, sister and brother but they all just said to go to a space station.",23,1,22,1,0,0,1.0,1.0,ok
BGRRHYPQ_s003,Eventually he listened to them.,Eventually he listened to them,6,1,5,1,0,0,1.0,0.0,ok
BGRRHYPQ_s004,"He went to Sydney space station, but they said he' s too young, for he was 9 and you had to be at least 18 to go on a space mission.",he went to SYDNEY space station but they said he' s to young for he was 9 and you had to be at least 18 to go on a space mission,35,4,31,3,0,1,0.0,0.0,ok
BGRRHYPQ_s005,But he wouldn' t give up.,but he wouldn' t give up,8,1,7,1,0,0,0.0,0.0,ok
BGRRHYPQ_s006,"He asked all his friends and extended family, but they just said the same as his family.",he asked all his friends and extended family but they just said the same as his family.,19,1,18,1,0,0,0.0,1.0,ok
BGRRHYPQ_s007,"He told them he tried that, but they said he couldn' t. His friends and family didn' t know what to tell him.",He told them he tried that but they said he couldn' t his friends and family didn' t know what to tell him.,28,2,26,2,0,0,1.0,1.0,ok
BGRRHYPQ_s008,The boy spent days researching how he could go to the moon.,The boy spent days researching how he could go to the moon.,13,0,13,0,0,0,1.0,1.0,ok
BGRRHYPQ_s009,Most of the things he found were just space stations in different countries or just Sydney space station.,Most of the things he found were just space stations in different countries or just SYDNEY space station.,19,0,19,0,0,0,1.0,1.0,ok
BGRRHYPQ_s010,"He considered just waiting until he was 18, but one part of him told him to keep going, and he listened to that part.",he considered just waiting until he was 18 but one part of him told him to keep going and he listened to that part,27,3,24,3,0,0,0.0,0.0,ok
BGRRHYPQ_s011,So he asking more and more people until finally somebody told him something different.,so he asking more and more people until finally sombody told him something different,15,2,13,1,0,1,0.0,0.0,ok
BGRRHYPQ_s012,He told him to go to Sydney space station' s website and buy one hundred dollar tickets for the special kids ride.,he told him to go to SYDNEY space stations website and buy one hundred dollar tickets for the special kids ride.,24,3,21,2,0,1,0.0,1.0,ok
BGRRHYPQ_s013,"So he begged his mum and dad until finally they bought him the tickets, and after a two hour journey he made it to the moon and brought back a moon rock.",So he begged his mum and dad until finally they bought him the tickets and after a two hour journey he made it to the moon and brought back a moon rock.,34,1,33,1,0,0,1.0,1.0,ok
BGRRHYPQ_s014,He was so excited and thankful that his mum and dad bought him the ticket that he hugged them for a whole hour.,He was so excited and thankful that his mum and dad bought him the ticket that he hugged them for a whole hour.,24,0,24,0,0,0,1.0,1.0,ok
BGZZHTXS_s000,"""Goodbye Dad, don' t forget to get me the manual,"" Marcus said to his father, oblivious to the fact this might be the last time he will ever get the chance to talk to his father.","""Goodbye Dad, don' t forget to get me the manual"" Marcus said to his father, oblivious to the fact this might be the last time he will ever get the chance to talk to his father.",43,1,42,1,0,0,1.0,1.0,ok
BGZZHTXS_s001,"His father was an older gentlemen, a mechanic, but he was the only breadwinner of the family.","His father was an older gentlemen, a mechanic but he was the only breadwinner of the family.",20,1,19,1,0,0,1.0,1.0,ok
BGZZHTXS_s002,He would frequently go to West Germany because business was significantly better there.,He would frequently go to west germany because business was significantly better there.,14,0,14,0,0,0,1.0,1.0,ok
BGZZHTXS_s003,The sun shone over Marcus' s face but it was too cold to get out of bed.,"The sun shone over Marcus' s face but it was too cold to get out of bed,",19,1,18,0,0,1,1.0,0.0,ok
BGZZHTXS_s004,"The breeze shook his window vigorously, but excited to see the new manual his father had brought home, he got out of bed, got changed and went downstairs.","the breeze shook his window vigirously, but exicted to see the new Manual his father had brought home, he got out of bed, got changed and went downstairs.",32,2,30,0,0,2,0.0,1.0,ok
BGZZHTXS_s005,"""Where' s Pa?","""Where' s pa?",6,0,6,0,0,0,1.0,1.0,ok
BGZZHTXS_s006,"""Marcus uttered, growing worried as his dad is never late.","""Marcus uttered, growing worried as his dad is never late.",13,0,13,0,0,0,1.0,1.0,ok
BGZZHTXS_s007,"His mother did not respond and so he asked again,"" Where' s Pa?","His mother did not respond and so he asked again"" Where' s pa?",17,1,16,1,0,0,1.0,1.0,ok
BGZZHTXS_s008,"""Growing louder and more anxious each time, his mother' s response never changed.","""growing louder and more anxious each time, his mother' s response never changed.",17,0,17,0,0,0,0.0,1.0,ok
BGZZHTXS_s009,"He peeked out of his window and he saw tanks, soldiers and most importantly a huge wall dividing the west and the east.","He peeked out of his window and he saw tanks, soliders and most importantly a huge wall dividing the west and the east.",25,1,24,0,0,1,1.0,1.0,ok
BGZZHTXS_s010,"He ran around the wall for hours scouring for his father, but when he found him, he was just out of reach.","He ran around the wall for hours scouring for his father, but when he found him, he was just out of reach.",25,0,25,0,0,0,1.0,1.0,ok
BGZZHTXS_s011,"Marcus ran home and told his mother that he saw his father, but when Marcus' s mother saw his father it was too much for her to bear.","Marcus ran home and told his mother that he saw his father, but when Marcus' s mother saw his father it was too much for her to bare,",31,2,29,0,0,2,1.0,0.0,ok
BGZZHTXS_s012,"She tried to run and she was shot dead like a dog, like something without emotions, feelings, people that she cares for or a life.","she tried to run and she was shot dead like a dog, like something without emotions, feelings, people that she cares for or a life.",29,0,29,0,0,0,0.0,1.0,ok
BGZZHTXS_s013,"Marcus' s life changed in mere hours, from living with a father and a mother in a warm, loving, caring home to being an orphan stranded by himself.","Marcus' s life changed in mere hours, from living with a father and a mother in a warm, loving, caring home to being an orphan stranded by himself.",33,0,33,0,0,0,1.0,1.0,ok
BGZZHTXS_s014,"He took a cart and collected plastic, sold the plastic and did so to earn food to eat, but that was not the life Marcus wanted, had worked for.","He took a cart and collected plastic, sold the plastic and did so to earn food to eat, but that was not the life Marcus wanted, had worked for.",33,0,33,0,0,0,1.0,1.0,ok
BGZZHTXS_s015,During his walks looking for plastic he had realised that the bank rose above all and it was closest to the wall.,During his walks looking for plastic he had realised that the bank rose above all and it was closest to the wall.,23,0,23,0,0,0,1.0,1.0,ok
BGZZHTXS_s016,"It was his ticket to freedom, but Marcus could not afford to even enter the bank.",It was his ticket to freedom but Marcus could not afford to even enter the bank.,18,1,17,1,0,0,1.0,1.0,ok
BGZZHTXS_s017,"Marcus loved everything to do with flying, from paper airplanes to helicopters and everything in between like gliders.","Marcus loved everything to do with flying, from paper airplanes to helicopters and everything in between like gliders.",20,0,20,0,0,0,1.0,1.0,ok
BGZZHTXS_s018,"So he saved some of the plastic, slowly building a ladder that can be folded small enough to be concealed at night but big enough to break into the bank' s windows.",So he saved some of the plastic slowly building a ladder that can be folded small enough to be concleaed at night but big enough to break into the bank' s windows.,35,2,33,1,0,1,1.0,1.0,ok
BGZZHTXS_s019,The bank was a tall but thin building and only the first two floors were utilised.,"The bank was a tall but thin building and only the first two floors were utilised,",17,1,16,0,0,1,1.0,0.0,ok
BGZZHTXS_s020,"If he could get to the third floor then he could get to the top, and that he did.","if he could get to the third floor then he could get to the top, and that he did.",21,0,21,0,0,0,0.0,1.0,ok
BGZZHTXS_s021,"He created a glider, put it on, jumped to the west dodging all soldiers and ran to his father and they all lived happily ever after.","He created a glider, put it on, jumped to the west dodging all soliders and ran to his father and they all lived happily ever after.",29,1,28,0,0,1,1.0,1.0,ok
BHLQHBRW_s000,"The search"" Come on kids, let me tell you the story of the day I went to Mars in search of the most rare item in the universe,"" Martha Herry said as she tucked her children into bed.","The search"" Come on kids, let me tell you the story of the day I went to Mars in search of the most rare item in the universe,"" Martha Herry said as she tucked her children into bed.",43,0,43,0,0,0,1.0,1.0,ok
BHLQHBRW_s001,"""This is one long story.","""This is one long story.",7,0,7,0,0,0,1.0,1.0,ok
BHLQHBRW_s002,.,.,1,0,1,0,0,0,,1.0,ok
BHLQHBRW_s003,.,.,1,0,1,0,0,0,,1.0,ok
BHLQHBRW_s004,"""It was March 19th, 3202.","""It was March 19th, 3202.",8,0,8,0,0,0,1.0,1.0,ok
BHLQHBRW_s005,"Everyone had to evacuate Earth due to the shortage of air, but the only other planet with enough air to sustain the human race was covered in hostile alien creatures.","Everyone had to evacuate Earth due to the shortage of air, but the only other planet with enough air to sustain the human race was covered in hostile alien creatures.",32,0,32,0,0,0,1.0,1.0,ok
BHLQHBRW_s006,"Sure, the terms' alien' and' creature' were a little outdated for most people, but it was the only way you could describe those horrifying creatures.","Sure the terms' alien' and' creature' were a little outdated for most people, but it was the only way you could describe those horrifying creatures.",32,1,31,1,0,0,1.0,1.0,ok
BHLQHBRW_s007,"They had a long, thin, parchment white body.","They had a long, thin, parchment white body.",11,0,11,0,0,0,1.0,1.0,ok
BHLQHBRW_s008,"The more private areas of their bodies were covered in long, thick, black tentacles which had a second use; to strangle and tear apart their prey.","The more private areas of their bodies were covered in long, thick, black tenticeles which had a second use; to strangle and tear apart their prey.",30,1,29,0,0,1,1.0,1.0,ok
BHLQHBRW_s009,No one could ever hope to find peace with these creatures.,No one could ever hope to find peace with these creatures.,12,0,12,0,0,0,1.0,1.0,ok
BHLQHBRW_s010,"Except, of course, one particular item which could make them peaceful.","Except, of course, one particular item which could make them peaceful.",14,0,14,0,0,0,1.0,1.0,ok
BHLQHBRW_s011,"However, it was lost centuries ago, and its existence was only found recently.","However, it was lost centuries ago, and its existence was only found recently.",16,0,16,0,0,0,1.0,1.0,ok
BHLQHBRW_s012,"I, however, Martha Herry, was put to the task of locating this object and saving mankind!","I, however, Martha Herry, was put to the task of locating this object and saving mankind!",20,0,20,0,0,0,1.0,1.0,ok
BHLQHBRW_s013,The object was described in an ancient scroll found by one of the few survivors who were sent to the aliens' home planet.,The object was described in an ancient scroll found by one of the few survivors who were sent to the aliens' home planet.,25,0,25,0,0,0,1.0,1.0,ok
BHLQHBRW_s014,"As I was in the high - tech, military grade spaceship to the center planet in the solar system, I looked through the scroll to decipher it and figure out which planet we had to go to.","As I was in the high - tech, military grade spaceship to the center planet in the solar system, I looked through the scroll to decipher it and figure out which planet we had to go to.",40,0,40,0,0,0,1.0,1.0,ok
BHLQHBRW_s015,"Of course, I was not doing it alone.","Of course, I was not doing it alone.",10,0,10,0,0,0,1.0,1.0,ok
BHLQHBRW_s016,"I had team of people working beside me; Jules, Amelia, Peter, Jack, and Esmerelda.","I had team of people working beside me; Jules, Amelia, Peter, Jack, and Esmerelda.",20,0,20,0,0,0,1.0,1.0,ok
BHLQHBRW_s017,"My team quickly deciphered almost all of the scroll, with the only part that we couldn' t figure out being a single sentence at the end, which was written in a completely different cipher to the rest of the scroll.","My team quickly deciphered almost all of the scroll, with the only part that we couldn' t figure out being a single sentence at the end, which was written in a completely different cipher to the rest of the scroll.",44,0,44,0,0,0,1.0,1.0,ok
BHLQHBRW_s018,"However, we didn' t think much of it, as we were already far too excited to be going to the planet with the unknown object already.","However, we didn' t think much of it, as we were already far too excited to be going to the planet with the unknown object already.",30,0,30,0,0,0,1.0,1.0,ok
BHLQHBRW_s019,"We soon arrived at Magmatrella, the 7th hottest planet in the solar system ( this is because it is extremely close to a blue sun).","We soon arrived at Magmatrella, the 7th hottest planet in the solar system ( this is because it is extremely close to a blue sun).",28,0,28,0,0,0,1.0,1.0,ok
BHLQHBRW_s020,The team quickly geared up and headed outside.,The team quickly geared up and headed outside.,9,0,9,0,0,0,1.0,1.0,ok
BHLQHBRW_s021,"""How hard was it to put on the helmet if you have so much ginger hair, mum?","""How hard was it to put on the helmet if you have so much ginger hair, mum?",20,0,20,0,0,0,1.0,1.0,ok
BHLQHBRW_s022,"""Andrew asked curiously.","""Andrew asked curiously.",5,0,5,0,0,0,1.0,1.0,ok
BHLQHBRW_s023,"""She probably tied it up, stupid,"" Angela hissed at her younger brother.","""She probably tied it up, stupid,"" Angela hissed at her younger brother.",17,0,17,0,0,0,1.0,1.0,ok
BHLQHBRW_s024,"""Hey, no fighting,"" I said disapprovingly.","""Hey, no fighting,"" I said disapprovingly.",11,0,11,0,0,0,1.0,1.0,ok
BHLQHBRW_s025,"""Anyway, on with the story.","""Anyway, on with the story.",8,0,8,0,0,0,1.0,1.0,ok
BHLQHBRW_s026,.,.,1,0,1,0,0,0,,1.0,ok
BHLQHBRW_s027,.,.,1,0,1,0,0,0,,1.0,ok
BHLQHBRW_s028,"""Peter followed the small map on the scroll and the rest of us followed him.","""Peter followed the small map on the scroll and the rest of us followed him.",17,0,17,0,0,0,1.0,1.0,ok
BHLQHBRW_s029,We soon arrived at a temple that was hidden underneath the space.,We soon arrived at a temple that was hidden underneath the space.,13,0,13,0,0,0,1.0,1.0,ok
BHLQHBRW_s030,"""How have the explorers never found this place?","""How have the explorers never found this place?",10,0,10,0,0,0,1.0,1.0,ok
BHLQHBRW_s031,"""Esmerelda wondered aloud.","""Esmerelda wondered aloud.",5,0,5,0,0,0,1.0,1.0,ok
BHLQHBRW_s032,"""Do you think -"" Her question was cut short with a scream as long black tentacle protruded from her stomach.","""Do you think -"" Her question was cut short with a scream as long black tenticle protruded from her stomach.",23,1,22,0,0,1,1.0,1.0,ok
BHLQHBRW_s033,Another tentacle wrapped itself around her head as it slowly crushed it.,Another tenticle wrapped itself around her head as it slowly crushed it.,13,1,12,0,0,1,1.0,1.0,ok
BHLQHBRW_s034,The rest of us were frozen in horror as we looked at the gruesome scene before us.,The rest of us were frozen in horror as we looked at the gruesome scene before us.,18,0,18,0,0,0,1.0,1.0,ok
BHLQHBRW_s035,.,.,1,0,1,0,0,0,,1.0,ok
BHLQHBRW_s036,.,.,1,0,1,0,0,0,,1.0,ok
BHLQHBRW_s037,"""Wait, wait mum!","""Wait, wait mum!",6,0,6,0,0,0,1.0,1.0,ok
BHLQHBRW_s038,We' re kids!,We' re kids!,5,0,5,0,0,0,1.0,1.0,ok
BHLQHBRW_s039,If you keep going then we' re going to have nightmares!,If you keep going then we' re going to have nightmares!,13,0,13,0,0,0,1.0,1.0,ok
BHLQHBRW_s040,"""little Andrew whined.","""little Andrew whined.",5,0,5,0,0,0,0.0,1.0,ok
BHLQHBRW_s041,"""But I want to hear the rest!","""But I want to hear the rest!",9,0,9,0,0,0,1.0,1.0,ok
BHLQHBRW_s042,"""Angela said angrily.","""Angela said angrily.",5,0,5,0,0,0,1.0,1.0,ok
BHLQHBRW_s043,Martha shook her head.,Martha shook her head.,5,0,5,0,0,0,1.0,1.0,ok
BHLQHBRW_s044,"""Andrew is right.","""Andrew is right.",5,0,5,0,0,0,1.0,1.0,ok
BHLQHBRW_s045,"But if you want to hear the rest of the story later, I could tell you what happens tomorrow, eh?","But if you want to hear the rest of the story later, I could tell you what happens tomorrow, eh?",23,0,23,0,0,0,1.0,1.0,ok
BHLQHBRW_s046,"""she said with a smile.","""she said with a smile.",7,0,7,0,0,0,0.0,1.0,ok
BHLQHBRW_s047,"""Goodnight.","""Goodnight.",3,0,3,0,0,0,1.0,1.0,ok
BHLQHBRW_s048,.,.,1,0,1,0,0,0,,1.0,ok
BHLQHBRW_s049,.,.,1,0,1,0,0,0,,1.0,ok
BHLQHBRW_s050,"""","""",1,0,1,0,0,0,,,ok
BPHVBHZV_s000,Boom!,Boom!,2,0,2,0,0,0,1.0,1.0,ok
BPHVBHZV_s001,It was an explosion.,it was an explosion,5,1,4,1,0,0,0.0,0.0,ok
BPHVBHZV_s002,The world shook and life flashed before my eyes.,the world shook asnd lfe flashed before my eyes,10,3,7,1,0,2,0.0,0.0,ok
BPHVBHZV_s003,"I struggled to get up, buried in the remains of what' s of our house.","i struggled to get up burried in te remains of whats of our house,",18,7,11,3,0,4,0.0,0.0,ok
BPHVBHZV_s004,"This was the third bombing in 1 week, but we couldn' t leave.",this was the third bombing in 1 week but we couldn' t leave.,16,1,15,1,0,0,0.0,1.0,ok
BPHVBHZV_s005,The civil war in Iraq had reached a new level.,The civil war in iraq had reached a new level.,11,0,11,0,0,0,1.0,1.0,ok
BQTNFJFX_s000,The ag is god unecon.,the ag is god unecon.,6,0,6,0,0,0,0.0,1.0,ok
