ID,raw_index,raw_token,raw_start,raw_end,corr_index,corr_token,corr_start,corr_end,op,equal_ci,error_type,CorrSentenceID,Sentence Boundaries,TITLE,DIALOGUE,SentenceRef,BoundaryCheck
BBCMHJPT,45.0,now,194.0,197.0,45,now,194,197,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,46.0,the,198.0,201.0,46,the,198,201,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,47.0,horse,202.0,207.0,47,horse,202,207,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,48.0,said,208.0,212.0,48,said,208,212,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,49.0,why,213.0,216.0,49,why,213,216,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,50.0,you,217.0,220.0,50,you,217,220,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,51.0,can,221.0,224.0,51,can,221,224,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,52.0,talk,225.0,229.0,52,talk,225,229,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,53.0,lilly,230.0,235.0,53,lilly,230,235,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,54.0,said,236.0,240.0,54,said,236,240,equal,True,Equal,1,,False,False,BBCMHJPT_s001,
BBCMHJPT,55.0,.,240.0,241.0,55,.,240,241,equal,True,Equal,1,Sentence Ending,False,False,BBCMHJPT_s001,Correct Ending
BBKBYNDW,0.0,wrire,0.0,5.0,0,Wrire,0,5,equal,False,Equal,0,Sentence Beginning,False,False,BBKBYNDW_s000,Incorrect Beginning
BBKBYNDW,1.0,a,6.0,7.0,1,a,6,7,equal,True,Equal,0,,False,False,BBKBYNDW_s000,
BBKBYNDW,2.0,narrative,8.0,17.0,2,narrative,8,17,equal,True,Equal,0,,False,False,BBKBYNDW_s000,
BBKBYNDW,3.0,story,18.0,23.0,3,story,18,23,equal,True,Equal,0,,False,False,BBKBYNDW_s000,
BBKBYNDW,4.0,abouta,24.0,30.0,4,abouta,24,30,equal,True,Equal,0,,False,False,BBKBYNDW_s000,
BBKBYNDW,5.0,search,31.0,37.0,5,search,31,37,equal,True,Equal,0,,False,False,BBKBYNDW_s000,
BBKBYNDW,6.0,for,38.0,41.0,6,for,38,41,equal,True,Equal,0,,False,False,BBKBYNDW_s000,
BBKBYNDW,7.0,some,42.0,46.0,7,some,42,46,equal,True,Equal,0,,False,False,BBKBYNDW_s000,
BBKBYNDW,8.0,thing,47.0,52.0,8,thing,47,52,equal,True,Equal,0,,False,False,BBKBYNDW_s000,
BBKBYNDW,9.0,.,52.0,53.0,9,.,52,53,equal,True,Equal,0,Sentence Ending,False,False,BBKBYNDW_s000,Correct Ending
BBKBYNDW,10.0,your,54.0,58.0,10,your,54,58,equal,True,Equal,1,Sentence Beginning,False,False,BBKBYNDW_s001,Incorrect Beginning
BBKBYNDW,11.0,story,59.0,64.0,11,story,59,64,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,12.0,could,65.0,70.0,12,could,65,70,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,13.0,be,71.0,73.0,13,be,71,73,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,14.0,about,74.0,79.0,14,about,74,79,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,15.0,a,80.0,81.0,15,a,80,81,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,16.0,plaace,82.0,88.0,16,plaace,82,88,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,17.0,or,89.0,91.0,17,or,89,91,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,18.0,a,92.0,93.0,18,a,92,93,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,19.0,searck,94.0,100.0,19,searck,94,100,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,20.0,for,101.0,104.0,20,for,101,104,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,21.0,an,105.0,107.0,21,an,105,107,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,22.0,obj,108.0,111.0,22,obj,108,111,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,23.0,ect,112.0,115.0,23,ect,112,115,equal,True,Equal,1,,False,False,BBKBYNDW_s001,
BBKBYNDW,24.0,.,115.0,116.0,24,.,115,116,equal,True,Equal,1,Sentence Ending,False,False,BBKBYNDW_s001,Correct Ending
BBKBYNDW,25.0,lt,117.0,119.0,25,lt,117,119,equal,True,Equal,2,Sentence Beginning,False,False,BBKBYNDW_s002,Incorrect Beginning
BBKBYNDW,26.0,could,120.0,125.0,26,could,120,125,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,27.0,be,126.0,128.0,27,be,126,128,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,28.0,you,129.0,132.0,28,you,129,132,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,29.0,can,133.0,136.0,29,can,133,136,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,30.0,what,137.0,141.0,30,what,137,141,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,31.0,happens,142.0,149.0,31,happens,142,149,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,32.0,if,150.0,152.0,32,if,150,152,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,33.0,it,153.0,155.0,33,it,153,155,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,34.0,isn,156.0,159.0,34,isn,156,159,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,35.0,own,160.0,163.0,35,own,160,163,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,36.0,idea,164.0,168.0,36,idea,164,168,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,37.0,adout,169.0,174.0,37,adout,169,174,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,38.0,a,175.0,176.0,38,a,175,176,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,39.0,search,177.0,183.0,39,search,177,183,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,40.0,for,184.0,187.0,40,for,184,187,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,41.0,something,188.0,197.0,41,something,188,197,equal,True,Equal,2,,False,False,BBKBYNDW_s002,
BBKBYNDW,42.0,.,197.0,198.0,42,.,197,198,equal,True,Equal,2,Sentence Ending,False,False,BBKBYNDW_s002,Correct Ending
BBKBYNDW,43.0,information,199.0,210.0,43,information,199,210,equal,True,Equal,3,Sentence Beginning,False,False,BBKBYNDW_s003,Incorrect Beginning
BBKBYNDW,44.0,orbs,211.0,215.0,44,orbs,211,215,equal,True,Equal,3,,False,False,BBKBYNDW_s003,
BBKBYNDW,45.0,WH,216.0,218.0,45,WH,216,218,equal,True,Equal,3,,False,False,BBKBYNDW_s003,
BBKBYNDW,,,,,46,.,218,219,insert,False,PunctuationInsertion,3,Sentence Ending,False,False,BBKBYNDW_s003,Incorrect Ending
BBRWTLYV,0.0,The,0.0,3.0,0,The,0,3,equal,True,Equal,0,Sentence Beginning,False,False,BBRWTLYV_s000,Correct Beginning
BBRWTLYV,1.0,Failed,4.0,10.0,1,Failed,4,10,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,2.0,Submarine,11.0,20.0,2,Submarine,11,20,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,3.0,I,21.0,22.0,3,I,21,22,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,4.0,had,23.0,26.0,4,had,23,26,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,5.0,always,27.0,33.0,5,always,27,33,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,6.0,wanted,34.0,40.0,6,wanted,34,40,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,7.0,go,41.0,43.0,7,go,41,43,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,8.0,on,44.0,46.0,8,on,44,46,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,9.0,a,47.0,48.0,9,a,47,48,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,10.0,submarine,49.0,58.0,10,submarine,49,58,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,11.0,",",58.0,59.0,11,",",58,59,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,12.0,especially,60.0,70.0,12,especially,60,70,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,13.0,a,71.0,72.0,13,a,71,72,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,14.0,Sub,73.0,76.0,14,Sub,73,76,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,15.0,2,77.0,78.0,15,2,77,78,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,16.0,",",78.0,79.0,16,",",78,79,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,17.0,a,80.0,81.0,17,a,80,81,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,18.0,type,82.0,86.0,18,type,82,86,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,19.0,of,87.0,89.0,19,of,87,89,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,20.0,submarine,90.0,99.0,20,submarine,90,99,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,21.0,that,100.0,104.0,21,that,100,104,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,22.0,has,105.0,108.0,22,has,105,108,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,23.0,every,109.0,114.0,23,every,109,114,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,24.0,thing,115.0,120.0,24,thing,115,120,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,25.0,you,121.0,124.0,25,you,121,124,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,26.0,can,125.0,128.0,26,can,125,128,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,27.0,think,129.0,134.0,27,think,129,134,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,28.0,of,135.0,137.0,28,of,135,137,equal,True,Equal,0,,False,False,BBRWTLYV_s000,
BBRWTLYV,29.0,.,137.0,138.0,29,.,137,138,equal,True,Equal,0,Sentence Ending,False,False,BBRWTLYV_s000,Correct Ending
BBRWTLYV,30.0,Floating,139.0,147.0,30,Floating,139,147,equal,True,Equal,1,Sentence Beginning,False,False,BBRWTLYV_s001,Correct Beginning
BBRWTLYV,31.0,chairs,148.0,154.0,31,chairs,148,154,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,32.0,",",154.0,155.0,32,",",154,155,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,33.0,luxurious,156.0,165.0,33,luxurious,156,165,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,34.0,king,166.0,170.0,34,king,166,170,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,35.0,sized,171.0,176.0,35,sized,171,176,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,36.0,beds,177.0,181.0,36,beds,177,181,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,37.0,",",181.0,182.0,37,",",181,182,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,38.0,rooms,183.0,188.0,38,rooms,183,188,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,39.0,as,189.0,191.0,39,as,189,191,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,40.0,large,192.0,197.0,40,large,192,197,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,41.0,as,198.0,200.0,41,as,198,200,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,42.0,a,201.0,202.0,42,a,201,202,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,43.0,house,203.0,208.0,43,house,203,208,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,44.0,",",208.0,209.0,44,",",208,209,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,45.0,those,210.0,215.0,45,those,210,215,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,46.0,were,216.0,220.0,46,were,216,220,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,47.0,all,221.0,224.0,47,all,221,224,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,48.0,average,225.0,232.0,48,average,225,232,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,49.0,features,233.0,241.0,49,features,233,241,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,50.0,on,242.0,244.0,50,on,242,244,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,51.0,a,245.0,246.0,51,a,245,246,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,52.0,Sub,247.0,250.0,52,Sub,247,250,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,53.0,2,251.0,252.0,53,2,251,252,equal,True,Equal,1,,False,False,BBRWTLYV_s001,
BBRWTLYV,54.0,.,252.0,253.0,54,.,252,253,equal,True,Equal,1,Sentence Ending,False,False,BBRWTLYV_s001,Correct Ending
BBRWTLYV,55.0,But,254.0,257.0,55,But,254,257,equal,True,Equal,2,Sentence Beginning,False,False,BBRWTLYV_s002,Correct Beginning
BBRWTLYV,56.0,the,258.0,261.0,56,the,258,261,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,57.0,major,262.0,267.0,57,major,262,267,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,58.0,problem,268.0,275.0,58,problem,268,275,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,59.0,was,276.0,279.0,59,was,276,279,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,60.0,the,280.0,283.0,60,the,280,283,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,61.0,',284.0,285.0,61,',284,285,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,62.0,bargain,285.0,292.0,62,bargain,285,292,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,63.0,',292.0,293.0,63,',292,293,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,64.0,price,294.0,299.0,64,price,294,299,equal,True,Equal,2,,False,False,BBRWTLYV_s002,
BBRWTLYV,65.0,.,299.0,300.0,65,.,299,300,equal,True,Equal,2,Sentence Ending,False,False,BBRWTLYV_s002,Correct Ending
BBRWTLYV,66.0,It,301.0,303.0,66,It,301,303,equal,True,Equal,3,Sentence Beginning,False,False,BBRWTLYV_s003,Correct Beginning
BBRWTLYV,67.0,was,304.0,307.0,67,was,304,307,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,68.0,only,308.0,312.0,68,only,308,312,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,69.0,about,313.0,318.0,69,about,313,318,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,70.0,a,319.0,320.0,70,a,319,320,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,71.0,few,321.0,324.0,71,few,321,324,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,72.0,thousand,325.0,333.0,72,thousand,325,333,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,73.0,dollars,334.0,341.0,73,dollars,334,341,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,74.0,a,342.0,343.0,74,a,342,343,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,75.0,night,344.0,349.0,75,night,344,349,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,76.0,to,350.0,352.0,76,to,350,352,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,77.0,go,353.0,355.0,77,go,353,355,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,78.0,on,356.0,358.0,78,on,356,358,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,79.0,an,359.0,361.0,79,an,359,361,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,80.0,underwater,362.0,372.0,80,underwater,362,372,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,81.0,and,373.0,376.0,81,and,373,376,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,82.0,moving,377.0,383.0,82,moving,377,383,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,83.0,',384.0,385.0,83,',384,385,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,84.0,hotel,385.0,390.0,84,hotel,385,390,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,85.0,',390.0,391.0,85,',390,391,equal,True,Equal,3,,False,False,BBRWTLYV_s003,
BBRWTLYV,86.0,.,391.0,392.0,86,.,391,392,equal,True,Equal,3,Sentence Ending,False,False,BBRWTLYV_s003,Correct Ending
BBRWTLYV,87.0,But,393.0,396.0,87,But,393,396,equal,True,Equal,4,Sentence Beginning,False,False,BBRWTLYV_s004,Correct Beginning
BBRWTLYV,88.0,that,397.0,401.0,88,that,397,401,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,89.0,became,402.0,408.0,89,became,402,408,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,90.0,possible,409.0,417.0,90,possible,409,417,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,91.0,after,418.0,423.0,91,after,418,423,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,92.0,we,424.0,426.0,92,we,424,426,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,93.0,got,427.0,430.0,93,got,427,430,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,94.0,an,431.0,433.0,94,an,431,433,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,95.0,email,434.0,439.0,95,email,434,439,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,96.0,from,440.0,444.0,96,from,440,444,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,97.0,the,445.0,448.0,97,the,445,448,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,98.0,NSW,449.0,452.0,98,NSW,449,452,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,99.0,Lotteries,453.0,462.0,99,Lotteries,453,462,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,100.0,giving,463.0,469.0,100,giving,463,469,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,101.0,us,470.0,472.0,101,us,470,472,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,102.0,a,473.0,474.0,102,a,473,474,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,103.0,few,475.0,478.0,103,few,475,478,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,104.0,million,479.0,486.0,104,million,479,486,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,105.0,dollars,487.0,494.0,105,dollars,487,494,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,106.0,after,495.0,500.0,106,after,495,500,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,107.0,we,501.0,503.0,107,we,501,503,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,108.0,won,504.0,507.0,108,won,504,507,equal,True,Equal,4,,False,False,BBRWTLYV_s004,
BBRWTLYV,109.0,.,507.0,508.0,109,.,507,508,equal,True,Equal,4,Sentence Ending,False,False,BBRWTLYV_s004,Correct Ending
BBRWTLYV,110.0,The,509.0,512.0,110,The,509,512,equal,True,Equal,5,Sentence Beginning,False,False,BBRWTLYV_s005,Correct Beginning
BBRWTLYV,111.0,first,513.0,518.0,111,first,513,518,equal,True,Equal,5,,False,False,BBRWTLYV_s005,
BBRWTLYV,112.0,thing,519.0,524.0,112,thing,519,524,equal,True,Equal,5,,False,False,BBRWTLYV_s005,
BBRWTLYV,113.0,I,525.0,526.0,113,I,525,526,equal,True,Equal,5,,False,False,BBRWTLYV_s005,
BBRWTLYV,114.0,did,527.0,530.0,114,did,527,530,equal,True,Equal,5,,False,False,BBRWTLYV_s005,
BBRWTLYV,115.0,was,531.0,534.0,115,was,531,534,equal,True,Equal,5,,False,False,BBRWTLYV_s005,
BBRWTLYV,116.0,persuade,535.0,543.0,116,persuade,535,543,equal,True,Equal,5,,False,False,BBRWTLYV_s005,
BBRWTLYV,117.0,my,544.0,546.0,117,my,544,546,equal,True,Equal,5,,False,False,BBRWTLYV_s005,
